Diện tích,Phòng ngủ,WC,Giá gốc,Loại,Ngày đăng
260 m²,8 PN,8 WC,15900000000,"Nhà hẻm, ngõ",2025-06-27
"2.935,6 m²",,,18000000000,"Đất nông nghiệp, kho bãi",2025-06-27
64 m²,3 PN,2 WC,3850000000,"Nhà hẻm, ngõ",2025-06-27
1.000 m²,,,65000000,"Đất nông nghiệp, kho bãi",2025-06-27
52 m²,1 PN,1 WC,1500000000,"Nhà hẻm, ngõ",2025-06-27
100 m²,2 PN,2 WC,11999999999,Nhà mặt tiền,2025-06-27
62 m²,3 PN,2 WC,6100000000,"Nhà hẻm, ngõ",2025-06-27
56 m²,7 PN,7 WC,9800000000,Nhà mặt tiền,2025-06-27
1.300 m²,,,8500000000,Đất thổ cư,2025-06-27
"264,2 m²",6 PN,7 WC,10800000000,"Nhà hẻm, ngõ",2025-06-27
58 m²,3 PN,3 WC,2100000000,Nhà mặt tiền,2025-06-27
100 m²,,,5000000000,"Nhà hẻm, ngõ",2025-06-27
40 m²,,,800000000,Đất thổ cư,2025-06-27
85 m²,5 PN,5 WC,5650000000,"Nhà hẻm, ngõ",2025-06-27
62 m²,2 PN,2 WC,3050000000,Chung cư,2025-06-27
45 m²,4 PN,5 WC,6100000000,"Nhà hẻm, ngõ",2025-06-27
194 m²,5 PN,5 WC,64000000000,"Biệt thự, Villa",2025-06-27
880 m²,,,3500000000,Đất thổ cư,2025-06-27
160 m²,,,34400000000,"Đất dự án, Khu dân cư",2025-06-27
61 m²,,,4900000000,"Nhà hẻm, ngõ",2025-06-27
14 m²,2 PN,2 WC,3100000000,"Nhà hẻm, ngõ",2025-06-27
1.000 m²,,,750000000,"Đất nông nghiệp, kho bãi",2025-06-27
40 m²,,,100000000,"Đất nông nghiệp, kho bãi",2025-06-27
"137,6 m²",11 PN,11 WC,65000000000,Nhà mặt tiền,2025-06-27
170 m²,,,155000000000,Nhà mặt tiền,2025-06-27
70 m²,2 PN,2 WC,1800000000,"Tập thể, cư xá",2025-06-27
120 m²,,,28000000000,Nhà mặt tiền,2025-06-27
174 m²,,,710000000,Đất thổ cư,2025-06-27
61 m²,2 PN,1 WC,4699000000,Chung cư,2025-06-27
90 m²,22 PN,22 WC,20400000000,"Nhà hẻm, ngõ",2025-06-27
162 m²,5 PN,5 WC,8000000000,"Biệt thự, Villa",2025-06-27
56 m²,,,6800000000,"Nhà hẻm, ngõ",2025-06-27
180 m²,,,800000000,Đất thổ cư,2025-06-27
42 m²,4 PN,5 WC,1950000000,"Nhà hẻm, ngõ",2025-06-27
60 m²,5 PN,6 WC,7500000000,Nhà mặt tiền,2025-06-27
60 m²,4 PN,3 WC,3150000000,"Nhà hẻm, ngõ",2025-06-27
50 m²,6 PN,5 WC,8300000000,"Nhà hẻm, ngõ",2025-06-27
33 m²,2 PN,1 WC,4050000000,"Nhà hẻm, ngõ",2025-06-27
48 m²,4 PN,5 WC,8290000000,"Nhà hẻm, ngõ",2025-06-27
70 m²,,,5190000000,"Nhà hẻm, ngõ",2025-06-27
46 m²,3 PN,2 WC,2150000000,"Nhà hẻm, ngõ",2025-06-27
52 m²,4 PN,4 WC,1850000000,"Nhà hẻm, ngõ",2025-06-27
49 m²,3 PN,2 WC,4800000000,"Nhà hẻm, ngõ",2025-06-27
105 m²,,,6500000000,Đất thổ cư,2025-06-27
79 m²,4 PN,4 WC,23000000000,"Nhà hẻm, ngõ",2025-06-27
57 m²,8 PN,8 WC,14500000000,"Nhà hẻm, ngõ",2025-06-27
90 m²,,,4300000000,"Tập thể, cư xá",2025-06-27
60 m²,3 PN,2 WC,3750000000,"Nhà hẻm, ngõ",2025-06-27
72 m²,3 PN,2 WC,3390000000,"Nhà hẻm, ngõ",2025-06-27
30 m²,,,9000000000,Nhà mặt tiền,2025-06-27
"196,6 m²",,,9000000000,Nhà mặt tiền,2025-06-27
82 m²,4 PN,3 WC,6800000000,"Nhà hẻm, ngõ",2025-06-27
95 m²,5 PN,3 WC,18000000000,Nhà mặt tiền,2025-06-27
375 m²,,,33750000000,"Đất dự án, Khu dân cư",2025-06-27
47 m²,3 PN,3 WC,7600000000,"Nhà hẻm, ngõ",2025-06-27
33 m²,4 PN,3 WC,1800000000,"Nhà hẻm, ngõ",2025-06-27
914 m²,,,850000000000,Nhà mặt tiền,2025-06-27
141 m²,3 PN,2 WC,6200000000,Chung cư,2025-06-27
58 m²,4 PN,4 WC,6001000000,"Nhà hẻm, ngõ",2025-06-27
84 m²,,,27500000000,Nhà mặt tiền,2025-06-27
64 m²,,,7150000000,"Nhà hẻm, ngõ",2025-06-27
62 m²,3 PN,4 WC,2300000000,"Nhà hẻm, ngõ",2025-06-27
56 m²,1 PN,1 WC,1130000000,"Nhà hẻm, ngõ",2025-06-27
938 m²,6 PN,5 WC,65000000000,"Nhà hẻm, ngõ",2025-06-27
162 m²,,,19500000000,Nhà mặt tiền,2025-06-27
195 m²,,,40000000000,Nhà mặt tiền,2025-06-27
200 m²,5 PN,4 WC,6100000000,Nhà mặt tiền,2025-06-27
64 m²,,,22000000000,Nhà mặt tiền,2025-06-27
285 m²,,,63000000000,"Đất dự án, Khu dân cư",2025-06-27
52 m²,4 PN,5 WC,2790000000,"Nhà hẻm, ngõ",2025-06-27
44 m²,3 PN,4 WC,1700000000,"Nhà hẻm, ngõ",2025-06-27
80 m²,8 PN,8 WC,32000000000,Nhà mặt tiền,2025-06-27
105 m²,3 PN,2 WC,800000000,Nhà mặt tiền,2025-06-27
"76,8 m²",3 PN,3 WC,3690000000,"Nhà hẻm, ngõ",2025-06-27
162 m²,,,52160000000,Nhà mặt tiền,2025-06-27
"43,1 m²",,,8100000000,"Nhà hẻm, ngõ",2025-06-27
25 m²,,,1200000000,Chung cư,2025-06-27
"58,6 m²",2 PN,2 WC,2350000000,"Nhà hẻm, ngõ",2025-06-27
40 m²,4 PN,3 WC,4970000000,"Nhà hẻm, ngõ",2025-06-27
45 m²,,,18000000000,Nhà mặt tiền,2025-06-27
75 m²,,,2100000000,"Nhà hẻm, ngõ",2025-06-27
"45,9 m²",2 PN,2 WC,1940000000,"Nhà hẻm, ngõ",2025-06-27
84 m²,,,8900000000,Nhà mặt tiền,2025-06-27
63 m²,4 PN,3 WC,3370000000,"Nhà hẻm, ngõ",2025-06-27
35 m²,,,7300000000,"Nhà hẻm, ngõ",2025-06-27
40 m²,,,728000000,Đất thổ cư,2025-06-27
77 m²,,,3450000000,Đất thổ cư,2025-06-27
45 m²,4 PN,3 WC,7950000000,"Nhà hẻm, ngõ",2025-06-27
81 m²,4 PN,3 WC,6800000000,"Nhà hẻm, ngõ",2025-06-27
36 m²,5 PN,4 WC,5380000000,"Nhà hẻm, ngõ",2025-06-27
36 m²,3 PN,4 WC,6350000000,"Nhà hẻm, ngõ",2025-06-27
90 m²,,,13800000000,Nhà mặt tiền,2025-06-27
70 m²,,,26900000000,Nhà mặt tiền,2025-06-27
24 m²,3 PN,2 WC,6300000000,"Nhà hẻm, ngõ",2025-06-27
27 m²,,,3650000000,"Nhà hẻm, ngõ",2025-06-27
14 m²,,,3750000000,"Nhà hẻm, ngõ",2025-06-27
41 m²,4 PN,4 WC,1890000000,"Nhà hẻm, ngõ",2025-06-27
"17,4 m²",3 PN,,3900000000,"Nhà hẻm, ngõ",2025-06-27
83 m²,,,16500000000,Nhà mặt tiền,2025-06-27
56 m²,4 PN,4 WC,1950000000,"Nhà hẻm, ngõ",2025-06-27
"3.554,3 m²",,,9960000000,"Đất nông nghiệp, kho bãi",2025-06-27
68 m²,3 PN,3 WC,2150000000,"Nhà hẻm, ngõ",2025-06-27
38 m²,3 PN,4 WC,6200000000,"Nhà hẻm, ngõ",2025-06-27
70 m²,,,5200000000,"Nhà hẻm, ngõ",2025-06-27
40 m²,,,5600000000,"Nhà hẻm, ngõ",2025-06-27
48 m²,5 PN,3 WC,4590000000,"Nhà hẻm, ngõ",2025-06-27
64 m²,,,3390000000,Nhà mặt tiền,2025-06-27
68 m²,,,2700000000,"Đất dự án, Khu dân cư",2025-06-27
54 m²,2 PN,2 WC,7600000000,"Nhà hẻm, ngõ",2025-06-27
45 m²,,,19800000000,"Nhà hẻm, ngõ",2025-06-27
"80,3 m²",,,18300000000,"Nhà hẻm, ngõ",2025-06-27
678 m²,,,192000000000,Nhà mặt tiền,2025-06-27
120 m²,,,14000000000,"Nhà hẻm, ngõ",2025-06-27
28 m²,2 PN,2 WC,3760000800,"Nhà hẻm, ngõ",2025-06-27
58 m²,,,3250000000,Đất thổ cư,2025-06-27
53 m²,2 PN,3 WC,1880000000,"Nhà hẻm, ngõ",2025-06-27
48 m²,2 PN,2 WC,1900000000,"Nhà hẻm, ngõ",2025-06-27
100 m²,2 PN,2 WC,17500000000,Nhà mặt tiền,2025-06-27
105 m²,4 PN,3 WC,25500000000,"Nhà hẻm, ngõ",2025-06-27
105 m²,3 PN,3 WC,2900000000,Nhà mặt tiền,2025-06-27
38 m²,,,13800000000,"Nhà hẻm, ngõ",2025-06-27
60 m²,,,13000000000,Nhà mặt tiền,2025-06-27
54 m²,8 PN,9 WC,14500000000,"Nhà hẻm, ngõ",2025-06-27
49 m²,4 PN,4 WC,1980000000,"Nhà hẻm, ngõ",2025-06-27
40 m²,2 PN,2 WC,5300000000,Nhà mặt tiền,2025-06-27
48 m²,,,11000000000,Nhà mặt tiền,2025-06-27
500 m²,2 PN,3 WC,55000000000,Nhà mặt tiền,2025-06-27
45 m²,2 PN,1 WC,1050000000,"Nhà hẻm, ngõ",2025-06-27
"11,5 m²",,,1750000000,"Nhà hẻm, ngõ",2025-06-27
27 m²,2 PN,2 WC,4250000000,"Nhà hẻm, ngõ",2025-06-27
5.400 m²,,,19000000000,Đất thổ cư,2025-06-27
86 m²,,,0,"Biệt thự, Villa",2025-06-27
297 m²,,,13000000000,"Nhà hẻm, ngõ",2025-06-27
70 m²,4 PN,5 WC,23000000000,Nhà mặt tiền,2025-06-27
42 m²,5 PN,5 WC,8300000000,Nhà mặt tiền,2025-06-27
100 m²,4 PN,5 WC,2000000000,Nhà mặt tiền,2025-06-27
32 m²,3 PN,3 WC,6200000000,"Nhà hẻm, ngõ",2025-06-27
54 m²,8 PN,9 WC,14500000000,Nhà mặt tiền,2025-06-27
100 m²,,,999000000,Đất thổ cư,2025-06-27
74 m²,6 PN,6 WC,22900000000,Nhà mặt tiền,2025-06-27
339 m²,,,62000000000,"Biệt thự, Villa",2025-06-27
34 m²,3 PN,3 WC,4680000000,"Nhà hẻm, ngõ",2025-06-27
103 m²,3 PN,3 WC,960000000,Nhà mặt tiền,2025-06-27
60 m²,3 PN,3 WC,7800000000,"Nhà hẻm, ngõ",2025-06-27
"19,3 m²",3 PN,4 WC,4850000000,"Nhà hẻm, ngõ",2025-06-27
90 m²,,,9800000000,Đất thổ cư,2025-06-27
50 m²,3 PN,3 WC,1720000000,"Nhà hẻm, ngõ",2025-06-27
50 m²,3 PN,3 WC,2100000000,Nhà mặt tiền,2025-06-27
"78,6 m²",4 PN,3 WC,4150000000,"Nhà hẻm, ngõ",2025-06-27
240 m²,,,450000000,Đất thổ cư,2025-06-27
32 m²,3 PN,3 WC,6300000000,"Nhà hẻm, ngõ",2025-06-27
70 m²,,,8900000000,"Nhà hẻm, ngõ",2025-06-27
150 m²,,,550000000,Đất thổ cư,2025-06-27
147 m²,,,100000000000,Nhà mặt tiền,2025-06-27
40 m²,4 PN,4 WC,1650000000,"Nhà hẻm, ngõ",2025-06-27
100 m²,8 PN,5 WC,28500000000,Nhà mặt tiền,2025-06-27
508 m²,,,1000000000000,Nhà mặt tiền,2025-06-27
78 m²,3 PN,4 WC,2850000000,"Nhà hẻm, ngõ",2025-06-27
162 m²,5 PN,4 WC,42500000000,"Biệt thự, Villa",2025-06-27
42 m²,,,8360000000,"Nhà hẻm, ngõ",2025-06-27
32 m²,,,5500000000,"Nhà hẻm, ngõ",2025-06-27
52 m²,4 PN,4 WC,2550000000,"Nhà hẻm, ngõ",2025-06-27
81 m²,12 PN,13 WC,12900000000,Nhà mặt tiền,2025-06-27
136 m²,2 PN,2 WC,12300000000,Nhà mặt tiền,2025-06-27
106 m²,,,30500000000,Nhà mặt tiền,2025-06-27
"55,2 m²",4 PN,3 WC,2800000000,"Nhà hẻm, ngõ",2025-06-27
"983,3 m²",,,75000000000,Nhà mặt tiền,2025-06-27
40 m²,4 PN,5 WC,12900000000,Nhà mặt tiền,2025-06-27
56 m²,3 PN,2 WC,5500000000,"Nhà hẻm, ngõ",2025-06-27
50 m²,4 PN,3 WC,4950000000,"Nhà hẻm, ngõ",2025-06-27
2.000 m²,,,3950000000,Đất thổ cư,2025-06-27
110 m²,,,31000000000,Nhà mặt tiền,2025-06-27
40 m²,,,550000000,"Nhà hẻm, ngõ",2025-06-27
35 m²,,,8500000000,Nhà mặt tiền,2025-06-27
62 m²,,,2900000000,Chung cư,2025-06-27
75 m²,,,2500000000,"Nhà hẻm, ngõ",2025-06-27
99 m²,,,3800000000,"Đất dự án, Khu dân cư",2025-06-27
64 m²,4 PN,4 WC,2050000000,"Nhà hẻm, ngõ",2025-06-27
225 m²,4 PN,6 WC,8680000000,"Nhà hẻm, ngõ",2025-06-27
"50,7 m²",3 PN,3 WC,1800000000,"Nhà hẻm, ngõ",2025-06-27
20 m²,2 PN,2 WC,1450000000,"Nhà hẻm, ngõ",2025-06-27
32 m²,1 PN,1 WC,1050000000,"Nhà hẻm, ngõ",2025-06-27
60 m²,8 PN,7 WC,16900000000,"Nhà hẻm, ngõ",2025-06-27
55 m²,10 PN,11 WC,15000000000,Nhà mặt tiền,2025-06-27
"66,6 m²",4 PN,3 WC,3390000000,"Nhà hẻm, ngõ",2025-06-27
"51,8 m²",3 PN,3 WC,1990000000,"Nhà hẻm, ngõ",2025-06-27
66 m²,4 PN,5 WC,7600000000,"Nhà hẻm, ngõ",2025-06-27
30 m²,,,950000000,Nhà mặt tiền,2025-06-27
135 m²,3 PN,2 WC,7000000000,Chung cư,2025-06-27
100 m²,4 PN,2 WC,10500000000,"Tập thể, cư xá",2025-06-27
53 m²,2 PN,2 WC,4900000000,"Nhà hẻm, ngõ",2025-06-27
81 m²,4 PN,5 WC,12800000000,Nhà mặt tiền,2025-06-27
"161,4 m²",,,310000000,Đất thổ cư,2025-06-27
91 m²,2 PN,2 WC,15800000000,Chung cư,2025-06-27
14 m²,3 PN,4 WC,6000000000,Nhà mặt tiền,2025-06-27
50 m²,4 PN,6 WC,8900000000,"Nhà hẻm, ngõ",2025-06-27
72 m²,3 PN,2 WC,2290000000,"Nhà hẻm, ngõ",2025-06-27
90 m²,3 PN,,6750000000,"Tập thể, cư xá",2025-06-27
90 m²,4 PN,5 WC,15500000000,Nhà mặt tiền,2025-06-27
12 m²,,,1800000000,"Nhà hẻm, ngõ",2025-06-27
80 m²,2 PN,2 WC,7650000000,Chung cư,2025-06-27
"37,2 m²",8 PN,4 WC,9200000000,"Nhà hẻm, ngõ",2025-06-27
380 m²,,,135000000000,Nhà mặt tiền,2025-06-27
41 m²,4 PN,5 WC,8500000000,"Nhà hẻm, ngõ",2025-06-27
1.000 m²,,,800000000,"Đất nông nghiệp, kho bãi",2025-06-27
40 m²,3 PN,4 WC,6450000000,"Nhà hẻm, ngõ",2025-06-27
"63,8 m²",,,1150000000,Đất thổ cư,2025-06-27
70 m²,4 PN,6 WC,23000000000,Nhà mặt tiền,2025-06-27
240 m²,7 PN,6 WC,32900000000,"Nhà hẻm, ngõ",2025-06-27
126 m²,,,600000000,Đất thổ cư,2025-06-27
"57,1 m²",,,17000000000,"Nhà hẻm, ngõ",2025-06-27
1.671 m²,,,6900000000,"Đất nông nghiệp, kho bãi",2025-06-27
35 m²,4 PN,3 WC,2200000000,"Nhà hẻm, ngõ",2025-06-27
102 m²,,,63500000000,Nhà mặt tiền,2025-06-27
295 m²,,,180000000,Nhà mặt tiền,2025-06-27
158 m²,,,580000000,Đất thổ cư,2025-06-27
61 m²,,,8300000000,"Nhà hẻm, ngõ",2025-06-27
45 m²,4 PN,3 WC,2630000000,"Nhà hẻm, ngõ",2025-06-27
108 m²,,,13300000000,Nhà mặt tiền,2025-06-27
90 m²,2 PN,2 WC,8000000000,"Nhà hẻm, ngõ",2025-06-27
160 m²,,,88000000000,Nhà mặt tiền,2025-06-27
40 m²,,,35000000000,Nhà mặt tiền,2025-06-27
71 m²,4 PN,5 WC,2150000000,"Nhà hẻm, ngõ",2025-06-27
"102,6 m²",,,5200000000,Đất thổ cư,2025-06-27
542 m²,,,57500000000,Đất thổ cư,2025-06-27
208 m²,,,35000000000,"Nhà hẻm, ngõ",2025-06-27
56 m²,2 PN,2 WC,4300000000,"Nhà hẻm, ngõ",2025-06-27
27 m²,2 PN,2 WC,3960000000,"Nhà hẻm, ngõ",2025-06-27
64 m²,4 PN,4 WC,1850000000,"Nhà hẻm, ngõ",2025-06-27
111 m²,,,2500000000,Đất thổ cư,2025-06-27
87 m²,,,22000000000,Đất thổ cư,2025-06-27
55 m²,5 PN,5 WC,11000000000,"Nhà hẻm, ngõ",2025-06-27
500 m²,,,6500000000,Đất thổ cư,2025-06-27
24 m²,2 PN,3 WC,4150000000,"Nhà hẻm, ngõ",2025-06-27
34 m²,2 PN,1 WC,3500000000,"Nhà hẻm, ngõ",2025-06-27
312 m²,,,26000000000,Đất thổ cư,2025-06-27
216 m²,,,1050000000,Đất thổ cư,2025-06-27
85 m²,2 PN,2 WC,750000000,Nhà mặt tiền,2025-06-27
60 m²,3 PN,2 WC,3560000000,"Nhà hẻm, ngõ",2025-06-27
72 m²,2 PN,2 WC,4200000000,Nhà mặt tiền,2025-06-27
62 m²,3 PN,3 WC,4250000000,"Nhà hẻm, ngõ",2025-06-27
"61,2 m²",4 PN,2 WC,8500000000,Nhà mặt tiền,2025-06-27
238 m²,,,105000000000,Nhà mặt tiền,2025-06-27
60 m²,,,4300000000,"Tập thể, cư xá",2025-06-27
60 m²,4 PN,4 WC,2750000000,"Nhà hẻm, ngõ",2025-06-27
"98,6 m²",3 PN,2 WC,720000000,Nhà mặt tiền,2025-06-27
46 m²,,,33000000000,Nhà mặt tiền,2025-06-27
100 m²,3 PN,4 WC,730000000,Nhà mặt tiền,2025-06-27
"52,2 m²",4 PN,4 WC,3390000000,"Nhà hẻm, ngõ",2025-06-27
36 m²,3 PN,4 WC,7750000000,"Nhà hẻm, ngõ",2025-06-27
55 m²,4 PN,4 WC,2350000000,"Nhà hẻm, ngõ",2025-06-27
120 m²,4 PN,5 WC,38000000000,"Biệt thự, Villa",2025-06-27
"82,5 m²",,,5500000000,"Nhà hẻm, ngõ",2025-06-27
20 m²,3 PN,3 WC,4600000000,"Nhà hẻm, ngõ",2025-06-27
75 m²,5 PN,4 WC,20000000000,Nhà mặt tiền,2025-06-27
"30,4 m²",2 PN,2 WC,1470000000,"Nhà hẻm, ngõ",2025-06-27
48 m²,3 PN,3 WC,3250000000,"Nhà hẻm, ngõ",2025-06-27
128 m²,2 PN,2 WC,670000000,Nhà mặt tiền,2025-06-27
52 m²,4 PN,3 WC,5800000000,Nhà mặt tiền,2025-06-27
130 m²,,,19200000000,"Nhà hẻm, ngõ",2025-06-27
750 m²,,,31000000000,Nhà mặt tiền,2025-06-27
60 m²,,,1780000000,Đất thổ cư,2025-06-27
300 m²,,,6000000000,Nhà mặt tiền,2025-06-27
73 m²,,,4550000000,Chung cư,2025-06-27
160 m²,,,140000000000,Nhà mặt tiền,2025-06-27
35 m²,4 PN,4 WC,9350000000,"Nhà hẻm, ngõ",2025-06-27
106 m²,2 PN,,26000000000,Nhà mặt tiền,2025-06-27
205 m²,6 PN,6 WC,38000000000,Nhà mặt tiền,2025-06-27
255 m²,6 PN,7 WC,46500000000,"Biệt thự, Villa",2025-06-27
56 m²,2 PN,2 WC,1180000000,Chung cư,2025-06-27
72 m²,5 PN,6 WC,16000000000,"Nhà hẻm, ngõ",2025-06-27
96 m²,2 PN,2 WC,58000000,Penthouse,2025-06-27
"40,3 m²",5 PN,2 WC,4580000000,"Nhà hẻm, ngõ",2025-06-27
100 m²,4 PN,4 WC,8800000000,Nhà mặt tiền,2025-06-27
50 m²,2 PN,2 WC,5480000000,"Nhà hẻm, ngõ",2025-06-27
48 m²,4 PN,4 WC,7000000000,"Nhà hẻm, ngõ",2025-06-27
8 m²,,,1650000000,"Nhà hẻm, ngõ",2025-06-27
40 m²,4 PN,3 WC,3950000000,"Nhà hẻm, ngõ",2025-06-27
10 m²,2 PN,,2400000000,"Nhà hẻm, ngõ",2025-06-27
36 m²,2 PN,,2200000000,"Nhà hẻm, ngõ",2025-06-27
120 m²,3 PN,3 WC,7600000000,"Nhà hẻm, ngõ",2025-06-27
27 m²,,,3500000000,"Nhà hẻm, ngõ",2025-06-27
52 m²,4 PN,3 WC,32500000000,Nhà mặt tiền,2025-06-27
60 m²,2 PN,,5500000000,"Nhà hẻm, ngõ",2025-06-27
816 m²,,,9200000000,Đất thổ cư,2025-06-27
314 m²,,,3800000000,Đất thổ cư,2025-06-27
17 m²,,,3500000000,"Nhà hẻm, ngõ",2025-06-27
50 m²,,,6000000000,Nhà mặt tiền,2025-06-27
135 m²,,,17000000000,"Nhà hẻm, ngõ",2025-06-27
"46,2 m²",2 PN,1 WC,5900000000,"Nhà hẻm, ngõ",2025-06-27
48 m²,,,880000000,Đất thổ cư,2025-06-27
264 m²,,,42000000000,"Nhà hẻm, ngõ",2025-06-27
170 m²,,,27000000000,"Nhà hẻm, ngõ",2025-06-27
"41,7 m²",2 PN,3 WC,1880000000,"Nhà hẻm, ngõ",2025-06-27
"66,6 m²",3 PN,3 WC,2250000000,"Nhà hẻm, ngõ",2025-06-27
250 m²,,,125000000,Nhà mặt tiền,2025-06-27
3.050 m²,,,97000000000,Đất thổ cư,2025-06-27
138 m²,4 PN,4 WC,22500000000,Nhà mặt tiền,2025-06-27
83 m²,3 PN,3 WC,8500000000,"Nhà hẻm, ngõ",2025-06-27
65 m²,1 PN,2 WC,5500000000,"Nhà hẻm, ngõ",2025-06-27
96 m²,3 PN,2 WC,5900000000,"Nhà hẻm, ngõ",2025-06-27
60 m²,3 PN,2 WC,4900000000,"Nhà hẻm, ngõ",2025-06-27
53 m²,5 PN,4 WC,4900000000,"Nhà hẻm, ngõ",2025-06-27
112 m²,5 PN,4 WC,21500000000,Nhà mặt tiền,2025-06-27
76 m²,5 PN,5 WC,13500000000,Nhà mặt tiền,2025-06-27
1.715 m²,,,140000000000,Đất thổ cư,2025-06-27
151 m²,5 PN,4 WC,18500000000,"Biệt thự, Villa",2025-06-27
119 m²,7 PN,8 WC,20500000000,Nhà mặt tiền,2025-06-27
80 m²,5 PN,5 WC,7750000000,"Biệt thự, Villa",2025-06-27
31 m²,3 PN,4 WC,6200000000,"Nhà hẻm, ngõ",2025-06-27
30 m²,4 PN,5 WC,9800000000,Nhà mặt tiền,2025-06-27
98 m²,10 PN,10 WC,17500000000,"Nhà hẻm, ngõ",2025-06-27
110 m²,,,69000000000,Nhà mặt tiền,2025-06-27
50 m²,,,22900000000,Nhà mặt tiền,2025-06-27
136 m²,,,770000000,Đất thổ cư,2025-06-27
88 m²,6 PN,7 WC,14500000000,"Nhà hẻm, ngõ",2025-06-27
140 m²,2 PN,2 WC,5200000000,"Nhà hẻm, ngõ",2025-06-27
"56,9 m²",4 PN,3 WC,5949000000,Nhà mặt tiền,2025-06-27
100 m²,,,1500000000,Đất thổ cư,2025-06-27
37 m²,2 PN,2 WC,3300000000,"Nhà hẻm, ngõ",2025-06-27
58 m²,4 PN,6 WC,17999000000,Nhà mặt tiền,2025-06-27
41 m²,6 PN,4 WC,7680000000,"Nhà hẻm, ngõ",2025-06-27
"45,6 m²",4 PN,6 WC,12600000000,Nhà mặt tiền,2025-06-27
50 m²,12 PN,14 WC,13000000000,Nhà mặt tiền,2025-06-27
"84,5 m²",,,19500000000,"Đất dự án, Khu dân cư",2025-06-27
42 m²,3 PN,3 WC,7286000000,Nhà mặt tiền,2025-06-27
40 m²,4 PN,4 WC,7500000000,"Nhà hẻm, ngõ",2025-06-27
"88,4 m²",3 PN,2 WC,6500000000,"Nhà hẻm, ngõ",2025-06-27
72 m²,,,9500000000,"Nhà hẻm, ngõ",2025-06-27
"62,1 m²",4 PN,5 WC,3220000000,"Nhà hẻm, ngõ",2025-06-27
2.961 m²,,,10000000000,"Đất nông nghiệp, kho bãi",2025-06-27
294 m²,5 PN,5 WC,58000000000,"Biệt thự, Villa",2025-06-27
56 m²,,,8100000000,Đất thổ cư,2025-06-27
140 m²,,,34000000000,Đất thổ cư,2025-06-27
"191,6 m²",,,33500000000,"Nhà hẻm, ngõ",2025-06-27
1.250 m²,,,2700000000,Đất thổ cư,2025-06-27
75 m²,6 PN,6 WC,12900000000,"Nhà hẻm, ngõ",2025-06-27
"6.489,3 m²",,,19500000000,"Đất nông nghiệp, kho bãi",2025-06-27
63 m²,3 PN,4 WC,11000000000,"Nhà hẻm, ngõ",2025-06-27
585 m²,1 PN,1 WC,1200000000,Nhà mặt tiền,2025-06-27
74 m²,19 PN,19 WC,21000000000,"Nhà hẻm, ngõ",2025-06-27
102 m²,1 PN,2 WC,42000000000,Nhà mặt tiền,2025-06-27
160 m²,,,16500000000,"Đất dự án, Khu dân cư",2025-06-27
138 m²,4 PN,5 WC,15500000000,Nhà mặt tiền,2025-06-27
"38,8 m²",5 PN,4 WC,6500000000,"Nhà hẻm, ngõ",2025-06-27
40 m²,2 PN,2 WC,4790000000,"Nhà hẻm, ngõ",2025-06-27
36 m²,2 PN,1 WC,4500000000,"Nhà hẻm, ngõ",2025-06-27
1.050 m²,,,170000000,Đất thổ cư,2025-06-27
200 m²,,,45000000000,Nhà mặt tiền,2025-06-27
36 m²,4 PN,5 WC,7500000000,"Nhà hẻm, ngõ",2025-06-27
60 m²,7 PN,5 WC,8001000000,"Nhà hẻm, ngõ",2025-06-27
"204,8 m²",,,900000000,Đất thổ cư,2025-06-27
"144,7 m²",,,30388000000,"Đất dự án, Khu dân cư",2025-06-27
83 m²,3 PN,2 WC,5500000000,Chung cư,2025-06-27
"287,5 m²",4 PN,5 WC,29500000000,Nhà mặt tiền,2025-06-27
66 m²,4 PN,4 WC,2590000000,"Nhà hẻm, ngõ",2025-06-27
75 m²,5 PN,4 WC,12000000000,Nhà mặt tiền,2025-06-27
160 m²,,,450000000,Đất thổ cư,2025-06-27
147 m²,,,8500000000,"Đất dự án, Khu dân cư",2025-06-27
1.000 m²,,,6500000000,"Đất nông nghiệp, kho bãi",2025-06-27
40 m²,2 PN,2 WC,2400000000,"Nhà hẻm, ngõ",2025-06-27
180 m²,5 PN,6 WC,37500000000,"Nhà hẻm, ngõ",2025-06-27
100 m²,,,6300000000,"Đất dự án, Khu dân cư",2025-06-27
82 m²,,,9500000000,"Nhà hẻm, ngõ",2025-06-27
"85,4 m²",2 PN,2 WC,550000000,Nhà mặt tiền,2025-06-27
108 m²,,,32000000000,"Nhà hẻm, ngõ",2025-06-27
55 m²,4 PN,6 WC,10900000000,Nhà mặt tiền,2025-06-27
200 m²,3 PN,3 WC,5500000000,"Căn hộ dịch vụ, mini",2025-06-27
60 m²,3 PN,4 WC,4450000000,Nhà mặt tiền,2025-06-27
59 m²,2 PN,1 WC,3000000000,Chung cư,2025-06-27
85 m²,15 PN,16 WC,23000000000,"Nhà hẻm, ngõ",2025-06-27
100 m²,3 PN,2 WC,1389000000,"Nhà hẻm, ngõ",2025-06-27
76 m²,8 PN,,26000000000,Nhà mặt tiền,2025-06-27
"52,7 m²",,,22500000000,"Nhà hẻm, ngõ",2025-06-27
"155,5 m²",,,280000000,"Đất dự án, Khu dân cư",2025-06-27
56 m²,3 PN,3 WC,2550000000,"Nhà hẻm, ngõ",2025-06-27
