New news,Time,Link
Công ty Cổ phẩn Thép Việt – Ý trao học bổng cho 30 sinh viên Trường Đại học Giao thông vận tải,03/10/2024 03:58 CH,https://www.utc.edu.vn/cong-ty-co-phan-thep-viet-y-trao-hoc-bong-cho-30-sinh-vien-truong-dai-hoc-giao-thong-van-tai
Trường Đại học Giao thông vận tải tham dự Ngày hội Đổi mới sáng tạo Việt Nam 2024,01/10/2024 07:00 CH,https://www.utc.edu.vn/truong-dai-hoc-giao-thong-van-tai-tham-du-ngay-hoi-doi-moi-sang-tao-viet-nam-2024-
Lễ khai giảng năm học 2024-2025,24/09/2024 02:43 CH,https://www.utc.edu.vn/le-khai-giang-nam-hoc-2024-2025
"Công ty CP Thương mại, Tư vấn và xây dựng Vĩnh Hưng trao học bổng “Đồng hành cùng sinh viên vượt bão Yagi” cho 20 sinh viên Trường Đại học GTVT",20/09/2024 12:32 CH,https://www.utc.edu.vn/cong-ty-cp-thuong-mai-tu-van-va-xay-dung-vinh-hung-trao-hoc-bong-dong-hanh-cung-sinh-vien-vuot-bao-yagi-cho-20-sinh-vien-truong-dai-hoc-gtvt
"Khóa học ngắn hạn ""Giám sát, bảo vệ sức khỏe công trình sử dụng AI và IOT",20/09/2024 11:03 SA,https://www.utc.edu.vn/khoa-hoc-ngan-han-giam-sat-bao-ve-suc-khoe-cong-trinh-su-dung-ai-va-iot
Hội thảo quốc tế về giao thông thông minh trong đô thị,20/09/2024 10:48 SA,https://www.utc.edu.vn/hoi-thao-quoc-te-ve-giao-thong-thong-minh-trong-do-thi
Trường Đại học GTVT thông báo xét tuyển Đào tạo từ xa năm 2024,19/09/2024 03:45 CH,https://www.utc.edu.vn/thong-bao-xet-tuyen-dao-tao-tu-xa-nam-2024
Tổ chức thành công buổi giao lưu sinh viên với Trường Đại học Khoa học Công nghệ Tu Bình - Đài Loan,13/09/2024 11:08 SA,https://www.utc.edu.vn/to-chuc-thanh-cong-buoi-giao-luu-sinh-vien-voi-truong-dai-hoc-khoa-hoc-cong-nghe-tu-binh-dai-loan
"Trường Đại học Giao thông vận tải chia sẻ khó khăn cùng đồng bào bị ảnh hưởng do thiên tai, lũ lụt",12/09/2024 09:59 SA,https://www.utc.edu.vn/truong-dai-hoc-giao-thong-van-tai-chia-se-kho-khan-cung-dong-bao-bi-anh-huong-do-thien-tai-lu-lut
" Lễ bế giảng và trao bằng tốt nghiệp cho khóa 60, 61 Đại học chính quy",29/08/2024 03:23 CH,https://www.utc.edu.vn/le-be-giang-va-trao-bang-tot-nghiep-cho-khoa-60-61-dai-hoc-chinh-quy
"Ký kết biên bản ghi nhớ hợp tác đào tạo, tổ chức thi tiếng Anh theo chuẩn quốc tế Cambridge",28/08/2024 05:26 CH,https://www.utc.edu.vn/ky-ket-bien-ban-ghi-nho-hop-tac-dao-tao-to-chuc-thi-tieng-anh-theo-chuan-quoc-te-cambridge
Ba nhà khoa học của Trường Đại học GTVT được công nhận danh hiệu “Trí thức Khoa học và Công nghệ tiêu biểu” năm 2024,28/08/2024 03:34 CH,https://www.utc.edu.vn/03-nha-khoa-hoc-cua-truong-dai-hoc-gtvt-duoc-cong-nhan-danh-hieu-tri-thuc-khoa-hoc-va-cong-nghe-tieu-bieu-nam-2024
Tọa đàm Kinh nghiệm Trung Quốc trong xây dựng hệ thống đường sắt đô thị và các vấn đề có liên quan,28/08/2024 10:46 SA,https://www.utc.edu.vn/toa-dam-kinh-nghiem-trung-quoc-trong-xay-dung-he-thong-duong-sat-do-thi-dsdt-va-cac-van-de-co-lien-quan-
"Lễ ký kết thỏa thuận hợp tác giữa Trường Đại học GTVT và Quỹ Tâm Tài Việt, giai đoạn 2024-2026",16/08/2024 05:29 CH,https://www.utc.edu.vn/le-ky-ket-thoa-thuan-hop-tac-giua-truong-dai-hoc-gtvt-va-quy-tam-tai-viet-giai-doan-2024-2026
Khai giảng lớp kỹ sư đường sắt xét tuyển 7/2024,05/08/2024 07:29 CH,https://www.utc.edu.vn/khai-giang-lop-ky-su-duong-sat-xet-tuyen-dot-thang-7-nam-2024
"Trường Đại học Giao thông vận tải hợp tác với các đối tác Trung Quốc triển khai nghiên cứu, đào tạo về lĩnh vực giao thông đường sắt đô thị",05/08/2024 08:49 SA,https://www.utc.edu.vn/truong-dai-hoc-giao-thong-van-tai-hop-tac-voi-cac-doi-tac-trung-quoc-trien-khai-nghien-cuu-dao-tao-ve-linh-vuc-giao-thong-duong-sat-do-thi
Trường Đại học Giao thông vận tải đứng vị trí 26/240 các trường Đại học có số lượng bài báo chuẩn quốc tế nhiều nhất theo dữ liệu của WoS,26/07/2024 01:23 CH,https://www.utc.edu.vn/truong-dai-hoc-giao-thong-van-tai-dung-vi-tri-26-240-cac-truong-dai-hoc-co-so-luong-bai-bao-chuan-quoc-te-nhieu-nhat-theo-du-lieu-cua-wos
Hội thảo “Đổi mới sáng tạo và Khởi nghiệp trong trường Đại học Giao thông vận tải”,05/07/2024 01:15 CH,https://www.utc.edu.vn/hoi-thao-doi-moi-sang-tao-va-khoi-nghiep-trong-truong-dai-hoc-giao-thong-van-tai-
Hai nhà giáo của Trường Đại học Giao thông vận tải được phong tặng Danh hiệu “Nhà giáo nhân dân”,28/06/2024 04:38 CH,https://www.utc.edu.vn/hai-nha-giao-cua-truong-dai-hoc-giao-thong-van-tai-duoc-phong-tang-danh-hieu-nha-giao-nhan-dan-
Kiểm tra công tác coi thi Kỳ thi tốt nghiệp trung học phổ thông năm 2024,26/06/2024 10:14 CH,https://www.utc.edu.vn/kiem-tra-cong-tac-coi-thi-ky-thi-tot-nghiep-trung-hoc-pho-thong-nam-2024
"Lễ trao bằng Tiến sĩ, Thạc sĩ năm 2024",21/06/2024 04:37 CH,https://www.utc.edu.vn/le-trao-bang-tien-si-thac-si-nam-2024
"Hội thảo “Tổng kết dự án hỗ trợ kỹ thuật đánh giá công nghệ dầm cánh rộng áp dụng cho các dự án hạ tầng giao thông""",10/06/2024 01:49 CH,https://www.utc.edu.vn/hoi-thao-tong-ket-du-an-ho-tro-ky-thuat-danh-gia-cong-nghe-dam-canh-rong-ap-dung-cho-cac-du-an-ha-tang-giao-thong-
Kỷ niệm 20 năm thành lập Bộ môn Xây dựng Đường ô tô và Sân bay ,08/06/2024 07:43 CH,https://www.utc.edu.vn/ki-niem-20-nam-thanh-lap-bo-mon-xay-dung-duong-o-to-va-san-bay
"PGS.TS Nguyễn Thanh Chương, Bí thư Đảng ủy Trường được Bộ GD&ĐT công nhận giữ chức vụ Chủ tịch Hội đồng trường Đại học GTVT nhiệm kỳ 2020-2025",31/05/2024 05:33 CH,https://www.utc.edu.vn/le-cong-bo-quyet-dinh-cong-nhan-chu-tich-hoi-dong-truong-nhiem-ky-2020-2025
Tổng kết các hoạt động thi Olympic sinh viên năm học 2023 - 2024,30/05/2024 05:07 CH,https://www.utc.edu.vn/tong-ket-cac-hoat-dong-thi-olympic-sinh-vien-nam-hoc-2023-2024
Hội nghị tổng kết NCKH sinh viên năm học 2023-2024,24/05/2024 09:39 SA,https://www.utc.edu.vn/hoi-nghi-tong-ket-nckh-sinh-vien-nam-hoc-2023-2024
Đào tạo nhân lực sẵn sàng cho hội nhập quốc tế,22/05/2024 03:17 SA,https://www.utc.edu.vn/dao-tao-nhan-luc-san-sang-cho-hoi-nhap-quoc-te
"Tọa đàm ""Công nghệ tái chế vật liệu mặt đường bê tông asphalt tại trạm trộn di động phục vụ công tác bảo trì và sửa chữa mặt đường""",20/05/2024 06:05 CH,https://www.utc.edu.vn/toa-dam-cong-nghe-tai-che-vat-lieu-mat-duong-be-tong-asphalt-tai-tram-tron-di-dong-phuc-vu-cong-tac-bao-tri-va-sua-chua-mat-duong-
LỄ KÝ KẾT THỎA THUẬN HỢP TÁC GIỮA 7 TRƯỜNG ĐẠI HỌC KỸ THUẬT,06/05/2024 09:29 SA,https://www.utc.edu.vn/coto_2024
Hiệu trưởng Trường ĐHGTVT tham dự Diễn đàn Hiệu trưởng các trường đại học Nga - Việt lần thứ II và làm việc với các trường đại học tại Liên bang Nga,02/05/2024 02:57 CH,https://www.utc.edu.vn/hieu-truong-truong-dhgtvt-tham-du-dien-dan-hieu-truong-cac-truong-dai-hoc-nga-viet-lan-thu-ii-va-lam-viec-voi-cac-truong-dai-hoc-tai-lien-bang-nga
Hưởng ứng Ngày Sở hữu trí tuệ thế giới 26/4,26/04/2024 02:42 CH,https://www.utc.edu.vn/huong-ung-ngay-so-huu-tri-tue-the-gioi-26-4
Giải pháp công nghệ của nhóm nghiên cứu Trường Đại học Giao thông vận tải đạt giải Nhì tại Hội thi Sáng tạo kỹ thuật toàn quốc lần thứ 17,24/04/2024 01:09 CH,https://www.utc.edu.vn/truong-dai-hoc-giao-thong-van-tai-dat-giai-nhi-tai-hoi-thi-sang-tao-ky-thuat-toan-quoc-lan-thu-17
Tọa đàm Áp dụng mô hình hóa thông tin công trình (BIM) trong công trình giao thông của Thành phố Hà Nội,23/04/2024 05:00 CH,https://www.utc.edu.vn/toa-dam-ap-dung-mo-hinh-hoa-thong-tin-cong-trinh-bim-trong-cong-trinh-giao-thong-cua-thanh-pho-ha-noi
Hội thảo tuyển dụng Kỹ sư thiết kế tàu biển của Công ty Daizo Tec,12/04/2024 09:08 SA,https://www.utc.edu.vn/hoi-thao-tuyen-dung-ky-su-thiet-ke-tau-bien-cua-cong-ty-daizo-tec
Tọa đàm khoa học Công nghệ đường sắt tốc độ cao,10/04/2024 12:44 SA,https://www.utc.edu.vn/toa-dam-khoa-hoc-cong-nghe-duong-sat-toc-do-cao
Tập huấn viết báo cáo Tự đánh giá chương trình đào tạo năm 2024,08/04/2024 09:00 SA,https://www.utc.edu.vn/tap-huan-viet-bao-cao-tu-danh-gia-chuong-trinh-dao-tao-nam-2024
Lễ Ký kết thoả thuận hợp tác với Công ty TNHH Công nghệ cao Hài Hòa và Toạ đàm về Chuyển đổi số và ứng dụng Mô hình thông tin công trình (BIM) ,29/03/2024 02:57 SA,https://www.utc.edu.vn/le-ky-ket-thoa-thuan-hop-tac-voi-cong-ty-tnhh-cong-nghe-cao-hai-hoa-va-toa-dam-ve-chuyen-doi-so-va-ung-dung-mo-hinh-thong-tin-cong-trinh-bim-
Lễ bế giảng và trao bằng tốt nghiệp cho khóa 60 đại học chính quy,27/03/2024 07:37 SA,https://www.utc.edu.vn/le-be-giang-va-trao-bang-tot-nghiep-cho-khoa-60-dai-hoc-chinh-quy
"Phổ biến, áp dụng mô hình thông tin công trình (BIM) cho các quận, huyện trên địa bàn Thành phố Hà Nội",26/03/2024 02:44 SA,https://www.utc.edu.vn/pho-bien-ap-dung-mo-hinh-thong-tin-cong-trinh-bim-cho-cac-quan-huyen-cua-tp-ha-noi
Lễ kỷ niệm 62 năm ngày thành lập Trường Đại học GTVT (24/3/1962-24/3/2024),20/03/2024 03:39 CH,https://www.utc.edu.vn/le-ki-niem-62-nam-ngay-thanh-lap-truong-dai-hoc-gtvt-24-3-1962-24-3-2024-
Trường Đại học Giao thông vận tải tham dự Ngày hội Tư vấn tuyển sinh - hướng nghiệp 2024 tại Hà Nội ,17/03/2024 05:54 CH,https://www.utc.edu.vn/truong-dai-hoc-giao-thong-van-tai-tham-du-ngay-hoi-tu-van-tuyen-sinh-huong-nghiep-2024-tai-ha-noi
Lễ bế giảng lớp Trung cấp LLCT khóa 22 và lớp Bồi dưỡng lãnh đạo quản lý cấp phòng và tương đương năm 2023,17/03/2024 11:44 SA,https://www.utc.edu.vn/le-be-giang-lop-trung-cap-llct-khoa-22-va-lop-boi-duong-lanh-dao-quan-ly-cap-phong-va-tuong-duong-nam-2023
Hội nghị triển khai công tác năm 2024 của Ban Điều hành mạng lưới cựu sinh viên Trường Đại học Giao thông vận tải,19/02/2024 07:26 SA,https://www.utc.edu.vn/hoi-nghi-lan-thu-nhat-ban-dieu-hanh-mang-luoi-cuu-sinh-vien-truong-dai-hoc-giao-thong-van-tai
Thư Chúc mừng năm mới Xuân Giáp Thìn 2024,01/02/2024 10:43 SA,https://www.utc.edu.vn/thu-chuc-mung-nam-moi-xuan-giap-thin-2024
Lễ trao tặng huy hiệu 30 năm tuổi Đảng,01/02/2024 10:16 SA,https://www.utc.edu.vn/le-trao-huy-hieu-30-nam-tuoi-dang
"Hiệu trưởng Trường ĐHGTVT tham gia đoàn công tác của Bộ GDĐT tháp tùng Thủ tướng Chính phủ thăm và làm việc tại Thụy Sĩ, Hungary và Rumani",30/01/2024 01:37 CH,https://www.utc.edu.vn/hieu-truong-truong-dhgtvt-tham-gia-doan-cong-tac-cua-bo-gddt-thap-tung-thu-tuong-chinh-phu-tham-va-lam-viec-tai-thuy-si-hungary-va-rumani
Lễ ký kết thỏa thuận hợp tác giữa Trường Đại học GTVT và  Tổng công ty quản lý bay Việt Nam,26/01/2024 04:39 CH,https://www.utc.edu.vn/le-ky-ket-thoa-thuan-hop-tac-giua-truong-dai-hoc-gtvt-va-tong-cong-ty-quan-ly-bay-viet-nam
Ký kết hợp tác với Trường Đại học Tongmyong Hàn Quốc,23/01/2024 09:40 SA,https://www.utc.edu.vn/ky-ket-hop-tac-voi-truong-dai-hoc-tongmyong-han-quoc
Lễ khai giảng các lớp cao học khóa 31.2,22/01/2024 04:44 CH,https://www.utc.edu.vn/le-khai-giang-cac-lop-cao-hoc-khoa-31-2
Lễ khánh thành và đưa vào sử dụng Trung tâm đào tạo KONE Việt Nam tại Trường ĐH GTVT,22/01/2024 11:00 SA,https://www.utc.edu.vn/le-khanh-thanh-va-dua-vao-su-dung-trung-tam-dao-tao-kone-viet-nam-tai-truong-dh-gtvt
"Gặp mặt cán bộ, viên chức hưu trí nhân dịp Tết Nguyên đán Giáp Thìn 2024",18/01/2024 06:02 CH,https://www.utc.edu.vn/gap-mat-can-bo-vien-chuc-huu-tri-nhan-dip-tet-nguyen-dan-giap-thin-2023
"Trường đại học giao thông vận tải phổ biến, áp dụng mô hình thông tin công trình (BIM) trong hoạt động xây dựng",29/12/2023 01:12 CH,https://www.utc.edu.vn/truong-dai-hoc-giao-thong-van-tai-pho-bien-ap-dung-mo-hinh-thong-tin-cong-trinh-bim-trong-hoat-dong-xay-dung
"Lễ công bố quyết định chứng nhận Kiểm định chất lượng 7 chương trình đào tạo và Bổ nhiệm chức danh Giáo sư, Phó Giáo sư năm 2023",28/12/2023 07:43 SA,https://www.utc.edu.vn/le-cong-bo-quyet-dinh-chung-nhan-kiem-dinh-chat-luong-7-chuong-trinh-dao-tao-va-bo-nhiem-chuc-danh-giao-su-pho-giao-su-nam-2023
"Gặp mặt Các thế hệ cựu chiến binh trường ĐHGTVT, các cựu sinh viên chiến sĩ từ khóa 7 đến khóa 12 tham gia kháng chiến chống Mỹ",14/12/2023 09:57 SA,https://www.utc.edu.vn/gap-mat-cac-the-he-cuu-chien-binh-truong-dhgtvt-cac-cuu-sinh-vien-chien-si-tu-khoa-7-den-khoa-12-tham-gia-khang-chien-chong-my
Thông cáo báo chí Hội thảo quốc tế về Phát triển bền vững và thích ứng với biến đổi khí hậu trong lĩnh vực giao thông vận tải năm 2023 (SDCAT 2023),14/12/2023 09:22 SA,https://www.utc.edu.vn/thong-cao-bao-chi-hoi-thao-quoc-te-ve-phat-trien-ben-vung-va-thich-ung-voi-bien-doi-khi-hau-trong-linh-vuc-giao-thong-van-tai-nam-2023-sdcat-2023-
"Cuộc thi ""Innovative Construction 2023""",12/12/2023 08:36 SA,https://www.utc.edu.vn/cuoc-thi-innovative-construction-2023-
Khai mạc đợt đánh giá ngoài 03 chương trình đào tạo theo tiêu chuẩn AUN ,12/12/2023 05:44 SA,https://www.utc.edu.vn/khai-mac-dot-danh-gia-ngoai-03-chuong-trinh-dao-tao-theo-tieu-chuan-aun
Ký kết thỏa thuận hợp tác đào tạo giữa Trường Đại học Giao thông vận tải và Tổng công ty Tư vấn thiết kế GTVT (TEDI),08/12/2023 08:31 SA,https://www.utc.edu.vn/ky-ket-thoa-thuan-hop-tac-dao-tao-giua-truong-dai-hoc-giao-thong-van-tai-va-tong-cong-ty-tu-van-thiet-ke-gtvt-tedi-
Lễ xuất quân đội tuyển bóng rổ trường Đại học Giao thông vận tải tham dự vòng chung kết giải bóng rổ sinh viên toàn quốc năm 2023,02/12/2023 12:52 CH,https://www.utc.edu.vn/le-xuat-quan-doi-tuyen-bong-ro-truong-dai-hoc-giao-thong-van-tai-tham-du-vong-chung-ket-giai-bong-ro-sinh-vien-toan-quoc-nam-2023
"Chung kết cấp trường cuộc thi ""Sinh viên trường Đại học Giao thông vận tải với ý tưởng khởi nghiệp"" lần thứ III, năm 2023",02/12/2023 10:58 SA,https://www.utc.edu.vn/startup_lan_III
Lễ trao bằng tốt nghiệp đại học cho Sĩ quan dự bị,30/11/2023 05:47 SA,https://www.utc.edu.vn/le-trao-bang-tot-nghiep-dai-hoc-cho-si-quan-du-bi
"Hội thao sinh viên lần thứ IV, năm 2023",27/11/2023 02:36 SA,https://www.utc.edu.vn/hoi-thao-sinh-vien-lan-thu-iv-nam-2023
"Lễ khai giảng Chương trình Liên kết Quốc tế, ngành Quản trị Kinh doanh với Trường Đại học EM Normandie - Cộng hòa Pháp",22/11/2023 12:09 CH,https://www.utc.edu.vn/le-khai-giang-nam-hoc-moi-chuong-trinh-lien-ket-quoc-te-nganh-quan-tri-kinh-doanh-voi-truong-dai-hoc-em-normandie-cong-hoa-phap
Lễ Khai giảng khoá 5 - Khoá học tiếng Nhật và Kỹ năng làm việc trong môi trường Nhật Bản HuReDee,22/11/2023 04:31 SA,https://www.utc.edu.vn/le-khai-giang-khoa-5-khoa-hoc-tieng-nhat-va-ky-nang-lam-viec-trong-moi-truong-nhat-ban-huredee
"Kỷ niệm 20 năm quan hệ hợp tác giữa Trường ĐHGTVT và Tập đoàn Nippon Steel, Nhật Bản",20/11/2023 04:54 CH,https://www.utc.edu.vn/ki-niem-20-nam-quan-he-hop-tac-giua-truong-dhgtvt-va-tap-doan-nippon-steel-nhat-ban
Lễ kỷ niệm 78 năm ngày truyền thống Trường ĐHGTVT và 41 năm ngày Nhà giáo Việt Nam 20/11,15/11/2023 10:40 SA,https://www.utc.edu.vn/le-ki-niem-78-nam-ngay-truyen-thong-truong-dhgtvt-va-41-nam-ngay-nha-giao-viet-nam-20-11
Kỷ niệm 25 năm thành lập khoa Điện - Điện tử (03/11/1998-03/11/2023),15/11/2023 01:23 SA,https://www.utc.edu.vn/ki-niem-25-nam-thanh-lap-khoa-dien-dien-tu-03-11-1998-03-11-2023-
Lễ Kỷ niệm 60 năm thành lập Khoa Cơ khí (1963-2023),12/11/2023 11:53 SA,https://www.utc.edu.vn/le-ki-niem-60-nam-thanh-lap-khoa-co-khi-1963-2023-
"Khoa Điện - Điện tử ký kết biên bản hợp tác, tài trợ thiết bị và Hội thảo về giải pháp điều khiển nhiệt độ trên nền tảng của Hanyuong Nux (Hàn Quốc)",10/11/2023 12:56 SA,https://www.utc.edu.vn/khoa-dien-dien-tu-ky-ket-bien-ban-hop-tac-tai-tro-thiet-bi-va-hoi-thao-ve-giai-phap-dieu-khien-nhiet-do-tren-nen-tang-cua-hanyuong-nux-han-quoc-
Trường Đại học Giao thông vận tải tham gia Bảng xếp hạng các trường Đại học thế giới (Quacquarelli Symonds – QS),10/11/2023 12:35 SA,https://www.utc.edu.vn/truong-dai-hoc-giao-thong-van-tai-giu-vi-tri-cao-trong-bang-xep-hang-cac-truong-dai-hoc-the-gioi-quacquarelli-symonds-qs-
Khởi động chương trình tuyên truyền không uống rượu bia khi lái xe,08/11/2023 10:35 SA,https://www.utc.edu.vn/khoi-dong-chuong-trinh-tuyen-truyen-khong-uong-ruou-bia-khi-lai-xe
"Ngày hội thể thao viên chức – người lao động Trường Đại học GTVT lần thứ 4, năm 2023",06/11/2023 06:06 SA,https://www.utc.edu.vn/ngay-hoi-the-thao-vien-chuc-nguoi-lao-dong-truong-dai-hoc-gtvt-lan-thu-4-nam-2023
Thăm lớp sĩ quan dự bị tại Trường Quân sự Quân khu 1 ,03/11/2023 05:08 SA,https://www.utc.edu.vn/tham-lop-si-quan-du-bi-tai-truong-quan-su-quan-khu-1
Lễ trao tặng động cơ - hộp số giữa công ty TNHH Ford Việt Nam và Trường Đại học Giao thông vận tải,02/11/2023 08:17 SA,https://www.utc.edu.vn/le-trao-tang-dong-co-hop-so-giua-cong-ty-tnhh-ford-viet-nam-va-truong-dai-hoc-giao-thong-van-tai
"Lễ trao bằng Tiến sĩ, Thạc sĩ năm 2023",29/10/2023 06:16 SA,https://www.utc.edu.vn/le-trao-bang-tien-si-thac-si-nam-2023
Hiệu trưởng Nhà trường tham gia đoàn công tác của Bộ trưởng Bộ Giáo dục và Đào tạo thăm và làm việc tại Nhật Bản,29/10/2023 01:23 SA,https://www.utc.edu.vn/hieu-truong-nha-truong-tham-gia-doan-cong-tac-cua-bo-truong-bo-giao-duc-va-dao-tao-tham-va-lam-viec-tai-nhat-ban
Tiếp và làm việc với Đoàn công tác Đại sứ quán Cộng hòa Séc tại Việt Nam,27/10/2023 09:45 SA,https://www.utc.edu.vn/tiep-va-lam-viec-voi-doan-cong-tac-dai-su-quan-cong-hoa-sec-tai-viet-nam
Siemens tài trợ Bản quyền phần mềm SIMARIS và khí cụ điện SINOVA cho Khoa Điện-Điện tử,25/10/2023 05:42 SA,https://www.utc.edu.vn/siemens-tai-tro-ban-quyen-phan-mem-simaris-va-khi-cu-dien-sinova-cho-khoa-dien-dien-tu
"Khai giảng lớp bồi dưỡng, tập huấn kiến thức QP&AN đối tượng 3 của Trường Đại học GTVT",25/10/2023 03:39 SA,https://www.utc.edu.vn/khai-giang-lop-boi-duong-tap-huan-kien-thuc-qp-an-doi-tuong-3-cua-truong-dai-hoc-gtvt
Bế mạc đợt khảo sát chính thức đánh giá chất lượng 07 chương trình đào tạo chính quy trình độ đại học,19/10/2023 12:28 SA,https://www.utc.edu.vn/be-mac-dot-khao-sat-chinh-thuc-danh-gia-chat-luong-07-chuong-trinh-dao-tao-chinh-quy-trinh-do-dai-hoc
"Hội nghị Khoa học và Công nghệ Cơ khí - Động lực lần thứ XVI, năm 2023 ",16/10/2023 03:23 CH,https://www.utc.edu.vn/hoi-nghi-khoa-hoc-va-cong-nghe-co-khi-dong-luc-lan-thu-xvi-nam-2023
Khai mạc khảo sát chính thức đánh giá ngoài 07 chương trình đào tạo trình độ đại học của Trường Đại học Giao thông vận tải ,13/10/2023 02:58 CH,https://www.utc.edu.vn/khai-mac-khao-sat-chinh-thuc-danh-gia-ngoai-07-chuong-trinh-dao-tao-trinh-do-dai-hoc-cua-truong-dai-hoc-giao-thong-van-tai
"Ngày hội câu lạc bộ, tổ, đội nhóm trường đại học giao thông vận tải",10/10/2023 05:22 CH,https://www.utc.edu.vn/CLB_2023
Khai mạc đợt khảo sát sơ bộ phục vụ đánh giá ngoài 07 chương trình đào tạo chính quy trình độ đại học,06/10/2023 05:11 CH,https://www.utc.edu.vn/khai-mac-dot-khao-sat-so-bo-phuc-vu-danh-gia-ngoai-07-chuong-trinh-dao-tao-chinh-quy-trinh-do-dai-hoc
Lễ khai giảng năm học 2023-2024,05/10/2023 03:22 CH,https://www.utc.edu.vn/le-khai-giang-nam-hoc-2023-2024
ĐÊM HỘI TRĂNG RẰM VÀ TUYÊN DƯƠNG CON NGOAN- TRÒ GIỎI,05/10/2023 07:29 SA,https://www.utc.edu.vn/dem-hoi-trang-ram-va-tuyen-duong-con-ngoan-tro-gioi
Trường Đại học Giao thông vận tải tăng cường hợp tác với Trường Đại học EM Normandie (Pháp) ,04/10/2023 07:54 SA,https://www.utc.edu.vn/truong-dai-hoc-giao-thong-van-tai-tang-cuong-hop-tac-voi-truong-dai-hoc-em-normandie-phap-
Đào tạo thí điểm về tác hại của việc sử dụng rượu bia trong điều khiển phương tiện giao thông tại Đà Nẵng,18/09/2023 01:11 CH,https://www.utc.edu.vn/dao-tao-thi-diem-ve-tac-hai-cua-viec-su-dung-ruou-bia-trong-dieu-khien-phuong-tien-giao-thong-tai-da-nang
"Trường Đại học Giao thông vận tải tổ chức tưởng niệm các nạn nhân vụ cháy chung cư trên phố Khương Hạ (Thanh Xuân, Hà Nội)",18/09/2023 11:06 SA,https://www.utc.edu.vn/truong-dai-hoc-giao-thong-van-tai-to-chuc-tuong-niem-cac-nan-nhan-vu-chay-chung-cu-tren-pho-khuong-ha-thanh-xuan-ha-noi-
Tăng cường hợp tác trong đào tạo nguồn nhân lực chất lượng cao cho lĩnh vực đường sắt tốc độ cao tại Việt Nam,07/09/2023 01:44 CH,https://www.utc.edu.vn/tang-cuong-hop-tac-trong-dao-tao-nguon-nhan-luc-chat-luong-cao-cho-linh-vuc-duong-sat-toc-do-cao-tai-viet-nam
"Lễ bế giảng và trao bằng tốt nghiệp khóa 59,60 đại học chính quy",29/08/2023 05:51 CH,https://www.utc.edu.vn/le-be-giang-va-trao-bang-tot-nghiep-khoa-59-60-dai-hoc-chinh-quy
Nhóm bảy trường đại học kỹ thuật hàng đầu hợp tác trong chuyển đổi số và ký kết biên bản ghi nhớ với Ủy ban Nhân dân tỉnh Yên Bái,28/08/2023 08:01 CH,https://www.utc.edu.vn/nhom-bay-truong-dai-hoc-ky-thuat-hang-dau-hop-tac-trong-chuyen-doi-so-va-ky-ket-bien-ban-ghi-nho-voi-uy-ban-nhan-dan-tinh-yen-bai
Đào tạo thí điểm về tác hại của việc sử dụng rượu bia trong điều khiển phương tiện giao thông,25/08/2023 04:04 CH,https://www.utc.edu.vn/dao-tao-thi-diem-ve-tac-hai-cua-viec-su-dung-ruou-bia-trong-dieu-khien-phuong-tien-giao-thong
7 trường đại học kỹ thuật trọng điểm ký kết thỏa thuận hợp tác với Tỉnh Yên Bái,23/08/2023 10:57 CH,https://www.utc.edu.vn/7-truong-dai-hoc-ky-thuat-trong-diem-ky-ket-thoa-thuan-hop-tac-voi-tinh-yen-bai
"Tọa đàm giữa Trường Đại học GTVT và Sở KHCN, Sở GTVT Hà Nội",23/08/2023 06:40 CH,https://www.utc.edu.vn/toa-dam-giua-truong-dai-hoc-gtvt-va-so-khcn-so-gtvt-ha-noi
Lễ trao Chứng nhận hoàn thành Giai đoạn 1 dành cho sinh viên Chương trình liên kết quốc tế - Ngành Quản trị kinh doanh (3+1),23/08/2023 06:10 CH,https://www.utc.edu.vn/le-trao-chung-nhan-hoan-giai-doan-1-danh-cho-sinh-vien-chuong-trinh-lien-ket-quoc-te-nganh-quan-tri-kinh-doanh-3-1-
Lễ giao nhiệm vụ cho nghiên cứu sinh và Khai giảng các lớp cao học khóa 31.1,22/08/2023 12:54 CH,https://www.utc.edu.vn/le-giao-nhiem-vu-cho-nghien-cuu-sinh-ncs-va-khai-giang-cac-lop-cao-hoc-khoa-31-1
Trường ĐHGTVT ký kết thoả thuận hợp tác với Trường Đại học Công nghệ – ĐHQGHN,17/08/2023 02:03 CH,https://www.utc.edu.vn/truong-dai-hoc-giao-thong-van-tai-ky-ket-hop-tac-voi-truong-dai-hoc-cong-nghe-dhqghn-cung-phat-trien-trong-dao-tao-va-nghien-cuu
"Gặp mặt Ban liên lạc Hội Cựu sinh viên Trường Đại học Giao thông vận tải  tham gia cuộc kháng chiến chống Mỹ giải phóng dân tộc, thống nhất đất nước ",16/08/2023 03:31 CH,https://www.utc.edu.vn/gap-mat-ban-lien-lac-hoi-cuu-sinh-vien-truong-dai-hoc-giao-thong-van-tai-tham-gia-cuoc-khang-chien-chong-my-giai-phong-dan-toc-thong-nhat-dat-nuoc
Kỷ niệm 76 năm ngày Thương binh - Liệt sỹ (27/7/1947 -27/7/2023) ,27/07/2023 05:06 CH,https://www.utc.edu.vn/ki-niem-76-nam-ngay-thuong-binh-liet-sy-27-7-1947-27-7-2023-
